scenario_id,Компонент,Наименование партии,"Массовая доля, %",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль",Массовая доля кальция | ASTM D6481,"Массовая доля кальция, ASTM D6481",Массовая доля серы | ASTM D6481,"Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481",Массовая доля цинка | ASTM D6481,"Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,"Стерический фактор, Å3",Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,"Химический потенциал, Дж/моль",Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ","Энергия НСМО, эВ","Энергия диссоциации связи Х-Н, ккал/моль"
train_56,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_56,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_56,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_56,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_56,Базовое_масло_3,02598.22,73.216,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_56,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_56,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_56,Детергент_2,02957.22,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_56,Дисперсант_1,36524.20,2.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_56,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_56,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_56,Соединение_молибдена_2,01762.22,70.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_57,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_57,Базовое_масло_3,02598.22,37.779,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_57,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_57,Детергент_6,03340.22,25.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.9,,,,,,,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1,,,,
train_57,Дисперсант_1,36524.20,2.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_57,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_57,Соединение_молибдена_2,01762.22,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_58,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_58,Базовое_масло_3,02598.22,67.671,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_58,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_58,Детергент_2,02957.22,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_58,Дисперсант_1,36524.20,2.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_58,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_58,Соединение_молибдена_2,01762.22,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_59,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_59,Базовое_масло_3,02598.22,64.104,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_59,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_59,Детергент_2,02957.22,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_59,Дисперсант_1,36524.20,2.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_59,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_59,Соединение_молибдена_2,01762.22,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_60,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_60,Базовое_масло_3,02598.22,43.021,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_60,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_60,Детергент_2,02957.22,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_60,Дисперсант_1,36524.20,56.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_60,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_60,Соединение_молибдена_2,01762.22,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_61,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_61,Базовое_масло_3,02598.22,64.104,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_61,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_61,Детергент_2,02957.22,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_61,Дисперсант_1,36524.20,2.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_61,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Противоизносная_присадка_20,02976.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.99,,,,,,,0.001,,15.97,,,8.719,,9.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_61,Соединение_молибдена_2,01762.22,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_62,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_62,Базовое_масло_3,02598.22,12.007,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_62,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Детергент_1,0174.22,21.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,,,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8,,,,
train_62,Детергент_2,02957.22,34.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.62,,,,,,,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3,,,,
train_62,Дисперсант_1,36524.20,56.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,1",,,,
train_62,Загуститель_2,0773.22 (8.5%),3.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Противоизносная_присадка_1,02958.22,26.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19,,,,,,,,,16.41,,,8.939,,9.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_62,Соединение_молибдена_2,01762.22,95.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_63,Антиоксидант_1,02717.22,26.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_63,Антиоксидант_4,01050.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_63,Антипенная_присадка_1,0940.22,3.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_63,Базовое_масло_16,02959.22,84.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,
train_63,Базовое_масло_2,02596.22,45.461,,,,,,,,,,38,5,42,0,1220,2250,4642,10272,21000,,,96,,,14,,,,5.37,32.61,,,,,,0.00003,,0.028,,,0.00005,,0.00001,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-18,,,,,,,,,,,,,,,,
train_63,Базовое_масло_3,02598.22,76.442,,,,,,,,,,40,5,40,0,357,561,966,1671,3064,,,129,,,14,,,,4.57,21.55,,,,,,0.00003,,0.00002,,,0.00007,,0.00005,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,-21,,,,,,,,,,,,,,,,
train_63,Депрессорная_присадка_3,28446.22,56.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
