Компонент,Наименование партии,Наименование показателя,Единица измерения_по_партиям,Значение показателя
Базовое_масло_15,02602.23,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_15,02602.23,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_15,02602.23,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_15,02602.23,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_15,02602.23,"Температура застывания, ГОСТ 20287, метод Б",,-58.0
Базовое_масло_15,02602.23,Цвет Сейболт | -,,30.0
Базовое_масло_15,typical,Анилиновая точка,,68.4
Базовое_масло_15,typical,Группа по API,,4.0
Базовое_масло_15,typical,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_15,typical,Деэм.время | ASTM D1401,,5.0
Базовое_масло_15,typical,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_15,typical,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_15,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",,508.54545454545456
Базовое_масло_15,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",,800.3
Базовое_масло_15,typical,"Динамическая вязкость CCS -25°C, ASTM D5293",,1311.8
Базовое_масло_15,typical,"Динамическая вязкость CCS -30°C, ASTM D5293",,149.0
Базовое_масло_15,typical,"Динамическая вязкость CCS -35°C, ASTM D5293",,286.0
Базовое_масло_15,typical,"Индекс вязкости, ГОСТ 25371",,98.0
Базовое_масло_15,typical,"Испаряемость по NOACK, ASTM D5800",,14.2
Базовое_масло_15,typical,"Кинематическая вязкость, при -30⁰С | ASTM D445",,248.0
Базовое_масло_15,typical,"Кинематическая вязкость, при 100°C, ASTM D445",,2.05
Базовое_масло_15,typical,"Кинематическая вязкость, при 40°C, ASTM D445",,7.001
Базовое_масло_15,typical,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_15,typical,"Массовая доля серы, ASTM D6481",,0.0004
Базовое_масло_15,typical,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_15,typical,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_15,typical,"Плотность при 15°С, ASTM D4052",,843.5
Базовое_масло_15,typical,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_15,typical,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_15,typical,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_15,typical,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_15,typical,"Температура застывания, ГОСТ 20287, метод Б",,-58.0
Базовое_масло_15,typical,Цвет Сейболт | -,,30.0
Базовое_масло_16,02959.22,Анилиновая точка,,68.4
Базовое_масло_16,02959.22,Группа по API,,2.0
Базовое_масло_16,02959.22,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_16,02959.22,Деэм.время | ASTM D1401,,5.0
Базовое_масло_16,02959.22,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_16,02959.22,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_16,02959.22,"Динамическая вязкость CCS -15°C, ASTM D5293",,13.0
Базовое_масло_16,02959.22,"Динамическая вязкость CCS -20°C, ASTM D5293",,25.0
Базовое_масло_16,02959.22,"Динамическая вязкость CCS -25°C, ASTM D5293",,50.0
Базовое_масло_16,02959.22,"Динамическая вязкость CCS -30°C, ASTM D5293",,99.5
Базовое_масло_16,02959.22,"Динамическая вязкость CCS -35°C, ASTM D5293",,200.0
Базовое_масло_16,02959.22,"Индекс вязкости, ГОСТ 25371",,113.0
Базовое_масло_16,02959.22,"Испаряемость по NOACK, ASTM D5800",,90.0
Базовое_масло_16,02959.22,"Кинематическая вязкость, при 100°C, ASTM D445",,1.18
Базовое_масло_16,02959.22,"Кинематическая вязкость, при 40°C, ASTM D445",,2.82
Базовое_масло_16,02959.22,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_16,02959.22,"Массовая доля серы, ASTM D6481",,0.0004
Базовое_масло_16,02959.22,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_16,02959.22,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_16,02959.22,"Плотность при 15°С, ASTM D4052",,843.5
Базовое_масло_16,02959.22,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_16,02959.22,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_16,02959.22,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_16,02959.22,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_16,02959.22,"Температура застывания, ГОСТ 20287, метод Б",,-40.0
Базовое_масло_16,02959.22,Цвет Сейболт | -,,30.0
Базовое_масло_16,067.23,Анилиновая точка,,68.4
Базовое_масло_16,067.23,Группа по API,,2.0
Базовое_масло_16,067.23,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_16,067.23,Деэм.время | ASTM D1401,,5.0
Базовое_масло_16,067.23,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_16,067.23,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_16,067.23,"Динамическая вязкость CCS -15°C, ASTM D5293",,13.0
Базовое_масло_16,067.23,"Динамическая вязкость CCS -20°C, ASTM D5293",,25.0
Базовое_масло_16,067.23,"Динамическая вязкость CCS -25°C, ASTM D5293",,50.0
Базовое_масло_16,067.23,"Динамическая вязкость CCS -30°C, ASTM D5293",,100.0
Базовое_масло_16,067.23,"Динамическая вязкость CCS -35°C, ASTM D5293",,200.0
Базовое_масло_16,067.23,"Индекс вязкости, ГОСТ 25371",,113.0
Базовое_масло_16,067.23,"Испаряемость по NOACK, ASTM D5800",,90.0
Базовое_масло_16,067.23,"Кинематическая вязкость, при 100°C, ASTM D445",,1.5
Базовое_масло_16,067.23,"Кинематическая вязкость, при 40°C, ASTM D445",,2.69
Базовое_масло_16,067.23,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_16,067.23,"Массовая доля серы, ASTM D6481",,0.0004
Базовое_масло_16,067.23,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_16,067.23,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_16,067.23,"Плотность при 15°С, ASTM D4052",,843.5
Базовое_масло_16,067.23,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_16,067.23,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_16,067.23,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_16,067.23,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_16,067.23,"Температура застывания, ГОСТ 20287, метод Б",,-54.0
Базовое_масло_16,067.23,Цвет Сейболт | -,,30.0
Базовое_масло_16,25721.17,Анилиновая точка,,68.4
Базовое_масло_16,25721.17,Группа по API,,2.0
Базовое_масло_16,25721.17,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_16,25721.17,Деэм.время | ASTM D1401,,5.0
Базовое_масло_16,25721.17,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_16,25721.17,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_16,25721.17,"Динамическая вязкость CCS -15°C, ASTM D5293",,13.0
Базовое_масло_16,25721.17,"Динамическая вязкость CCS -20°C, ASTM D5293",,25.0
Базовое_масло_16,25721.17,"Динамическая вязкость CCS -25°C, ASTM D5293",,50.0
Базовое_масло_16,25721.17,"Динамическая вязкость CCS -30°C, ASTM D5293",,99.0
Базовое_масло_16,25721.17,"Динамическая вязкость CCS -35°C, ASTM D5293",,200.0
Базовое_масло_16,25721.17,"Индекс вязкости, ГОСТ 25371",,113.0
Базовое_масло_16,25721.17,"Испаряемость по NOACK, ASTM D5800",,90.0
Базовое_масло_16,25721.17,"Кинематическая вязкость, при 100°C, ASTM D445",,1.17
Базовое_масло_16,25721.17,"Кинематическая вязкость, при 40°C, ASTM D445",,2.84
Базовое_масло_16,25721.17,"Массовая доля кальция, ASTM D6481",,0.0002
Базовое_масло_16,25721.17,"Массовая доля серы, ASTM D6481",,0.0004
Базовое_масло_16,25721.17,"Массовая доля фосфора, ASTM D6481",,0.0001
Базовое_масло_16,25721.17,"Массовая доля цинка, ASTM D6481",,0.0001
Базовое_масло_16,25721.17,"Плотность при 15°С, ASTM D4052",,843.5
Базовое_масло_16,25721.17,"Плотность при 20°С, ASTM D4052",,840.25
Базовое_масло_16,25721.17,Последовательность 1 | ASTM D892,,0.0
Базовое_масло_16,25721.17,Последовательность 2 | ASTM D892,,0.0
Базовое_масло_16,25721.17,Последовательность 3 | ASTM D892,,0.0
Базовое_масло_16,25721.17,"Температура застывания, ГОСТ 20287, метод Б",,-54.0
Базовое_масло_16,25721.17,Цвет Сейболт | -,,30.0
Базовое_масло_16,typical,Анилиновая точка,,68.4
Базовое_масло_16,typical,Группа по API,,2.0
Базовое_масло_16,typical,Деэм.вода | ASTM D1401,,40.0
Базовое_масло_16,typical,Деэм.время | ASTM D1401,,5.0
Базовое_масло_16,typical,Деэм.масло | ASTM D1401,,39.833333333333336
Базовое_масло_16,typical,Деэм.эмульсия | ASTM D1401,,0.0
Базовое_масло_16,typical,"Динамическая вязкость CCS -15°C, ASTM D5293",,13.0
Базовое_масло_16,typical,"Динамическая вязкость CCS -20°C, ASTM D5293",,25.0
